law,seed,n_panels,k,estimator,gamma3,gamma4,gamma6,g3,kappa,mean_bias,mean_variance,mean_mse,density_bias,density_variance,density_mse,convergence_rate,guard_accept_rate,mean_iterations
uniform_0_2,17,6000,64,pmm3_location_guarded,0.004318348370117815,-1.199564763247776,6.852605164840966,0.3002966103033732,0.4306969390615739,0.0015346251213519744,0.0017695560086800005,0.0017716161569416385,0.0002381266115644114,0.0017849568677693565,0.0017847160792411963,1.0,1.0,2.716
uniform_0_2,23,6000,64,mean_mle,0.0018103732214053835,-1.2021699958477812,6.879598098630325,0.2984636412450935,0.42993662646909625,-8.852178249677915e-17,0.005299085833376498,0.005298202652404269,0.005393603653281338,0.005549509318779506,0.005577675360928399,1.0,1.0,0.0
uniform_0_2,23,6000,64,pmm3_location_raw,0.0018103732214053835,-1.2021699958477812,6.879598098630325,0.2984636412450935,0.42993662646909625,0.0005472161572437287,0.001661271926279164,0.0016612944931475328,0.0011171650102160969,0.0016758913624436605,0.0016768601048766378,1.0,1.0,2.7316666666666665
uniform_0_2,23,6000,64,pmm3_location_guarded,0.0018103732214053835,-1.2021699958477812,6.879598098630325,0.2984636412450935,0.42993662646909625,0.0005472161572437287,0.001661271926279164,0.0016612944931475328,0.0011171650102160969,0.0016758913624436605,0.0016768601048766378,1.0,1.0,2.7316666666666665
uniform_0_2,31,6000,64,mean_mle,-0.0017047374242021229,-1.1996629384869004,6.855924791294829,0.3010100619398256,0.42652763975912483,-4.736951571734001e-18,0.005401342103925603,0.0054004418802416155,0.005480915852311324,0.005624298428926911,0.005653401484435541,1.0,1.0,0.0
uniform_0_2,31,6000,64,pmm3_location_raw,-0.0017047374242021229,-1.1996629384869004,6.855924791294829,0.3010100619398256,0.42652763975912483,-0.0007856891224570924,0.0017147945134853282,0.0017151260217968946,0.0025159393553433,0.0017489492232195402,0.0017549876825221024,1.0,1.0,2.7345
uniform_0_2,31,6000,64,pmm3_location_guarded,-0.0017047374242021229,-1.1996629384869004,6.855924791294829,0.3010100619398256,0.42652763975912483,-0.0007856891224570924,0.0017147945134853282,0.0017151260217968946,0.0025159393553433,0.0017489492232195402,0.0017549876825221024,1.0,1.0,2.7345
uniform_0_2,43,6000,64,mean_mle,-0.0008968648753308507,-1.2021312162470295,6.878150443972196,0.2981345946817039,0.429223502170587,1.190159082398168e-16,0.00517976146035702,0.005178898166780294,0.005254447019342057,0.005386838593421309,0.005413550000468144,1.0,1.0,0.0
uniform_0_2,43,6000,64,pmm3_location_raw,-0.0008968648753308507,-1.2021312162470295,6.878150443972196,0.2981345946817039,0.429223502170587,-0.00025495354865058903,0.0017139747632489524,0.0017137541021003807,0.0019807786408256767,0.0017440299358135421,0.0017476627481815244,1.0,1.0,2.718166666666667
uniform_0_2,43,6000,64,pmm3_location_guarded,-0.0008968648753308507,-1.2021312162470295,6.878150443972196,0.2981345946817039,0.429223502170587,-0.00025495354865058903,0.0017139747632489524,0.0017137541021003807,0.0019807786408256767,0.0017440299358135421,0.0017476627481815244,1.0,1.0,2.718166666666667
uniform_0_2,11,6000,128,mean_mle,-0.0015536436761775653,-1.1999339869317331,6.8548005480178915,0.2994817019480046,0.4286028832549941,7.734553738221924e-17,0.0025943023650233745,0.002593869981295871,0.0026146243477212453,0.0026493941125618034,0.002655788807356073,1.0,1.0,0.0
